time_sec,commanded_torque,wheel_angle,angular_velocity,driver_torque,eps_torque
1.8749997252598405e-06,632,0.0,0.0,-3.0,1.0
0.003899209000337578,632,0.0,0.0,-3.0,1.0
0.006005420000292361,632,0.0,0.0,-3.0,1.0
0.00810860900037369,632,0.0,0.0,-3.0,1.0
0.010209297000074002,632,0.0,0.0,-3.0,1.0
0.013165119000404957,632,0.0,0.0,-3.0,1.0
0.015269661999809614,632,0.0,0.0,-3.0,1.0
0.017370970000229136,632,0.0,0.0,-3.0,1.0
0.019472070000119857,632,0.0,0.0,-3.0,1.0
0.021577442999841878,632,0.0,0.0,-3.0,1.0
0.02456133800023963,632,0.0,0.0,-3.0,1.0
0.026698751999902015,632,0.0,0.0,-3.0,1.0
0.028804073000173958,632,0.0,0.0,-3.0,1.0
0.030903767999916454,632,0.0,0.0,-3.0,1.0
0.03300382700035698,632,0.0,0.0,-3.0,1.0
0.03595542400034901,632,0.0,0.0,-3.0,1.0
0.03805579599975317,632,0.0,0.0,-3.0,1.0
0.040160544000173104,632,0.0,0.0,-3.0,1.0
0.0422645629996623,632,0.0,0.0,-3.0,1.0
0.04442297100013093,632,0.0,0.0,-3.0,1.0
0.04818104100013443,632,0.0,0.0,-3.0,1.0
0.050283132000004116,632,0.0,0.0,-3.0,1.0
0.05238433799968334,632,0.0,0.0,-3.0,8.0
0.05448877300023014,632,0.0,0.0,-3.0,8.0
0.05761911700028577,632,0.0,0.0,-3.0,8.0
0.05972438600019814,632,0.0,0.0,-4.0,8.0
0.06182736299979297,632,0.0,0.0,-4.0,8.0
0.06392554699959874,632,0.0,0.0,-4.0,8.0
0.06606145000023389,632,0.0,0.0,-4.0,8.0
0.06900976399992942,632,0.0,0.0,-4.0,8.0
0.07154702800016821,632,0.0,5.949999999999999,-8.0,8.0
0.0736518800003978,632,0.0,5.949999999999999,-8.0,8.0
0.07575136600007681,632,0.0,5.949999999999999,-8.0,8.0
0.07785585399960837,632,0.0,7.437499999999999,-10.0,8.0
0.08080807599981199,632,0.0,7.437499999999999,-10.0,8.0
0.08291027100040083,632,0.0,7.437499999999999,-10.0,8.0
0.08504492300016864,632,0.0,7.437499999999999,-10.0,8.0
0.08715217200006009,632,0.0,7.437499999999999,-10.0,8.0
0.08925369000007777,632,0.0,7.437499999999999,-10.0,8.0
0.09371122399988963,632,0.0,8.924999999999999,-12.0,8.0
0.0958168580000347,632,0.0,8.924999999999999,-12.0,8.0
0.09792243900028552,632,1.4874999999999998,10.4125,-14.0,8.0
0.1000296359998174,632,1.4874999999999998,10.4125,-14.0,8.0
0.10389898599987646,632,1.4874999999999998,10.4125,-14.0,8.0
0.10604171399972984,632,1.4874999999999998,10.4125,-14.0,8.0
0.10814568000023428,632,1.4874999999999998,10.4125,-14.0,8.0
0.11024829300004058,632,1.4874999999999998,13.3875,-18.0,8.0
0.11320739100028732,632,1.4874999999999998,13.3875,-18.0,8.0
0.1153149530000519,632,1.4874999999999998,13.3875,-18.0,8.0
0.11741694000011194,632,1.4874999999999998,13.3875,-18.0,8.0
0.1195803500004331,632,1.4874999999999998,16.3625,-20.0,8.0
0.12169270400045207,632,1.4874999999999998,16.3625,-20.0,8.0
0.12481236799976614,632,1.4874999999999998,16.3625,-20.0,8.0
0.12707940099971893,632,1.4874999999999998,17.849999999999998,-20.0,8.0
0.12918690999958926,632,1.4874999999999998,17.849999999999998,-20.0,8.0
0.13128900100036844,632,1.4874999999999998,17.849999999999998,-20.0,8.0
